review_id,hotel_id,user_id,review_text,overall_rating,review_date,reviewer_type,sentiment_score,cleanliness_rating,service_rating,location_rating,value_rating,language,positive_keywords,negative_keywords,cultural_mentions,review_length_category
216,384,151,Enjoyable stay with wonderful free wifi. Exceeded expectations. Staff spoke fluent Hindi The butter chicken was particularly excellent.,3.6,2023-09-08,Leisure,0.3,4.1,3.4,3.7,3.0,en,"[""excellent"", ""wonderful""]",[],"[""Staff spoke fluent Hindi""]",Short
217,293,152,Wonderful family experience with air conditioning. Kids loved the facilities. Authentic Chettinad cuisine experience The idli was particularly excellent.,4.3,2023-10-19,Family,0.65,4.5,3.9,4.2,3.8,en,"[""excellent"", ""wonderful""]",[],"[""Authentic Chettinad cuisine experience""]",Short
218,33,152,Wonderful family experience with gym. Kids loved the facilities. Excellent vegetarian thali available The chole bhature was particularly excellent.,5.0,2023-09-23,Family,1.0,4.9,4.9,4.7,5.0,en,"[""excellent"", ""wonderful""]",[],"[""Excellent vegetarian thali available""]",Short
219,398,153,Intimate setting with amazing gym. Highly recommend for couples. Excellent tea selection from Assam and Darjeeling The bengali was particularly excellent.,4.6,2023-11-12,Couple,0.8,4.6,4.5,4.8,4.0,en,"[""excellent"", ""amazing""]",[],"[""Excellent tea selection from Assam and Darjeeling""]",Medium
220,60,153,Romantic getaway with excellent free wifi. Perfect for couples. Excellent vegetarian thali available,4.0,2023-04-07,Couple,0.5,4.5,3.6,4.1,4.1,en,"[""excellent"", ""perfect""]",[],"[""Excellent vegetarian thali available""]",Short
221,288,153,Terrible vacation experience - 24 7 front desk was awful. No relaxation possible. Breakfast not region-appropriate They didn't even have proper chettinad.,2.8,2023-10-19,Leisure,-0.1,2.3,3.2,2.8,3.1,en,[],"[""terrible"", ""awful""]","[""Breakfast not region-appropriate""]",Medium
222,378,154,Romantic getaway with excellent room service. Perfect for couples. Excellent Gujarati/Marathi food options,4.0,2023-04-13,Couple,0.5,4.2,4.3,3.7,3.7,en,"[""excellent"", ""perfect""]",[],"[""Excellent Gujarati/Marathi food options""]",Short
223,348,154,Intimate setting with amazing free wifi. Highly recommend for couples. Excellent Gujarati/Marathi food options,3.6,2023-04-10,Couple,0.3,3.5,3.1,3.3,3.3,en,"[""excellent"", ""amazing""]",[],"[""Excellent Gujarati/Marathi food options""]",Short
224,57,155,Perfect for business travel with great pool. Location is convenient. Great for business travelers The vada pav was particularly excellent.,5.0,2023-07-29,Business,1.0,4.9,5.0,5.0,4.4,en,"[""excellent"", ""great"", ""perfect""]",[],"[""Great for business travelers""]",Medium
225,57,155,Productive stay with reliable pool. Staff understood business needs. Efficient service like Mumbai The pav bhaji was particularly excellent.,5.0,2023-11-13,Business,1.0,5.0,5.0,5.0,4.6,en,"[""excellent""]",[],"[""Efficient service like Mumbai""]",Short
226,311,155,Excellent business facilities and pool. Professional service throughout. Authentic Chettinad cuisine experience The idli was particularly excellent.,5.0,2023-07-18,Business,1.0,5.0,5.0,4.8,4.5,en,"[""excellent""]",[],"[""Authentic Chettinad cuisine experience""]",Short
227,321,156,Perfect for business travel with great parking. Location is convenient. Excellent vegetarian thali available The rajasthani was particularly excellent.,4.4,2023-09-03,Business,0.7,4.3,4.4,4.2,3.9,en,"[""excellent"", ""great"", ""perfect""]",[],"[""Excellent vegetarian thali available""]",Short
228,385,156,"Poor business facilities, 24 7 front desk not working properly. Unprofessional service. No Gujarati/Marathi food options They didn't even have proper dhokla.",2.5,2023-08-21,Business,-0.25,2.3,2.8,2.6,2.7,en,[],"[""poor""]","[""No Gujarati/Marathi food options""]",Medium
229,282,156,Productive stay with reliable gym. Staff understood business needs. Beautiful temple architecture influence,4.8,2023-04-25,Business,0.9,4.6,4.5,4.9,5.0,en,[],[],"[""Beautiful temple architecture influence""]",Short
230,293,156,Productive stay with reliable free wifi. Staff understood business needs. Beautiful temple architecture influence,5.0,2023-07-18,Business,1.0,5.0,5.0,5.0,4.4,en,[],[],"[""Beautiful temple architecture influence""]",Short
231,255,159,Beautiful ambiance and wonderful parking. Great couple experience. Excellent Gujarati/Marathi food options,5.0,2023-03-08,Couple,1.0,5.0,5.0,5.0,4.9,en,"[""excellent"", ""great"", ""wonderful""]",[],"[""Excellent Gujarati/Marathi food options""]",Short
232,347,159,Romantic getaway with excellent room service. Perfect for couples. Authentic Maharashtrian thali available The dhokla was particularly excellent.,5.0,2023-06-11,Couple,1.0,5.0,5.0,5.0,4.6,en,"[""excellent"", ""perfect""]",[],"[""Authentic Maharashtrian thali available""]",Short
233,43,160,Perfect for business travel with great parking. Location is convenient. Traditional South Indian welcome,5.0,2023-06-07,Business,1.0,4.9,4.7,4.8,5.0,en,"[""great"", ""perfect""]",[],"[""Traditional South Indian welcome""]",Short
234,362,161,Relaxing stay with beautiful spa. Peaceful atmosphere. Cultural sensitivity appreciated The fish curry was particularly excellent.,3.5,2023-11-13,Leisure,0.25,3.8,3.8,3.5,3.2,en,"[""excellent""]",[],"[""Cultural sensitivity appreciated""]",Short
235,96,162,Overpriced for quality - room service not worth it. Poor maintenance. Cultural context missing,2.9,2023-01-11,Leisure,-0.05,3.2,2.8,3.0,2.9,en,[],"[""poor""]","[""Cultural context missing""]",Short
236,262,162,Overpriced for quality - parking not worth it. Poor maintenance. Not suitable for business travelers They didn't even have proper mumbai style.,3.3,2023-08-14,Leisure,0.15,3.7,3.6,3.2,3.4,en,[],"[""poor""]","[""Not suitable for business travelers""]",Medium
237,203,164,Productive stay with reliable restaurant. Staff understood business needs. Excellent Gujarati/Marathi food options The dhokla was particularly excellent.,4.6,2023-11-16,Business,0.8,4.5,4.7,4.9,4.2,en,"[""excellent""]",[],"[""Excellent Gujarati/Marathi food options""]",Short
238,260,164,Perfect for business travel with great spa. Location is convenient. Great for business travelers,5.0,2023-01-10,Business,1.0,4.6,4.7,4.9,4.4,en,"[""great"", ""perfect""]",[],"[""Great for business travelers""]",Short
239,83,164,Perfect for business travel with great 24 7 front desk. Location is convenient. Efficient service like Mumbai The mumbai style was particularly excellent.,5.0,2023-08-29,Business,1.0,5.0,5.0,5.0,5.0,en,"[""excellent"", ""great"", ""perfect""]",[],"[""Efficient service like Mumbai""]",Medium
240,171,165,Perfect vacation spot with amazing restaurant. Great value for money. Business-friendly atmosphere,4.0,2023-06-27,Leisure,0.5,3.7,3.9,3.8,4.1,en,"[""great"", ""perfect"", ""amazing""]",[],"[""Business-friendly atmosphere""]",Short
241,33,166,Beautiful ambiance and wonderful restaurant. Great couple experience. Rajasthani hospitality at its best,5.0,2023-02-28,Couple,1.0,4.7,5.0,4.8,4.8,en,"[""great"", ""wonderful""]",[],"[""Rajasthani hospitality at its best""]",Short
242,33,166,Relaxing stay with beautiful air conditioning. Peaceful atmosphere. Rajasthani hospitality at its best,5.0,2023-05-02,Leisure,1.0,5.0,4.6,4.8,4.4,en,[],[],"[""Rajasthani hospitality at its best""]",Short
243,230,168,Great for families - free wifi was perfect. Safe and comfortable environment. Traditional South Indian welcome,4.9,2023-06-14,Family,0.95,5.0,4.6,5.0,5.0,en,"[""great"", ""perfect""]",[],"[""Traditional South Indian welcome""]",Short
244,295,168,Not suitable for families - parking was broken. Safety concerns. Cultural context missing,3.2,2023-08-15,Family,0.1,2.9,3.5,3.2,2.9,en,[],[],"[""Cultural context missing""]",Short
245,393,169,Beautiful ambiance and wonderful air conditioning. Great couple experience. Excellent vegetarian thali available,4.7,2023-12-12,Couple,0.85,4.9,4.2,4.7,4.7,en,"[""excellent"", ""great"", ""wonderful""]",[],"[""Excellent vegetarian thali available""]",Short
246,147,170,Intimate setting with amazing parking. Highly recommend for couples. Staff spoke fluent Hindi The chole bhature was particularly excellent.,3.6,2023-10-29,Couple,0.3,3.2,3.8,3.6,3.8,en,"[""excellent"", ""amazing""]",[],"[""Staff spoke fluent Hindi""]",Short
247,36,171,Enjoyable stay with wonderful room service. Exceeded expectations. Traditional South Indian welcome The sambar was particularly excellent.,5.0,2023-06-12,Leisure,1.0,5.0,5.0,5.0,4.5,en,"[""excellent"", ""wonderful""]",[],"[""Traditional South Indian welcome""]",Short
248,117,171,Enjoyable stay with wonderful 24 7 front desk. Exceeded expectations. Rajasthani hospitality at its best The punjabi was particularly excellent.,3.7,2023-03-19,Leisure,0.35,3.9,3.9,3.4,3.5,en,"[""excellent"", ""wonderful""]",[],"[""Rajasthani hospitality at its best""]",Medium
249,266,172,Romantic getaway with excellent free wifi. Perfect for couples. Traditional North Indian welcome with garland The naan was particularly excellent.,5.0,2023-04-12,Couple,1.0,5.0,5.0,4.8,4.7,en,"[""excellent"", ""perfect""]",[],"[""Traditional North Indian welcome with garland""]",Medium
250,107,172,Intimate setting with amazing gym. Highly recommend for couples. Great for business travelers,5.0,2023-03-23,Couple,1.0,4.9,4.7,4.7,4.6,en,"[""great"", ""amazing""]",[],"[""Great for business travelers""]",Short
251,341,172,Romantic getaway with excellent gym. Perfect for couples. Excellent Gujarati/Marathi food options,5.0,2023-05-23,Couple,1.0,5.0,4.6,5.0,4.7,en,"[""excellent"", ""perfect""]",[],"[""Excellent Gujarati/Marathi food options""]",Short
252,176,172,Intimate setting with amazing free wifi. Highly recommend for couples. Excellent vegetarian thali available The butter chicken was particularly excellent.,5.0,2023-02-24,Couple,1.0,5.0,5.0,5.0,4.4,en,"[""excellent"", ""amazing""]",[],"[""Excellent vegetarian thali available""]",Medium
253,374,173,Not suitable for couples - restaurant was inadequate. No privacy. No Tamil/Telugu speaking staff They didn't even have proper dosa.,3.4,2023-03-07,Couple,0.2,3.5,3.1,3.4,3.5,en,[],"[""inadequate""]","[""No Tamil/Telugu speaking staff""]",Medium
254,298,173,Relaxing stay with beautiful room service. Peaceful atmosphere. Traditional North Indian welcome with garland,5.0,2023-06-19,Leisure,1.0,5.0,5.0,4.8,4.3,en,[],[],"[""Traditional North Indian welcome with garland""]",Short
255,194,174,Not suitable for couples - room service was inadequate. No privacy. Breakfast not region-appropriate,2.2,2023-02-04,Couple,-0.4,2.2,2.1,2.4,1.5,en,[],"[""inadequate""]","[""Breakfast not region-appropriate""]",Short
256,21,175,Productive stay with reliable air conditioning. Staff understood business needs. Traditional North Indian welcome with garland,4.2,2023-06-13,Business,0.6,4.6,4.5,4.1,4.2,en,[],[],"[""Traditional North Indian welcome with garland""]",Short
257,332,175,Productive stay with reliable restaurant. Staff understood business needs. Staff spoke fluent Hindi,5.0,2023-11-02,Business,1.0,4.6,4.7,5.0,5.0,en,[],[],"[""Staff spoke fluent Hindi""]",Short
258,228,175,Excellent business facilities and room service. Professional service throughout. Authentic Maharashtrian thali available,5.0,2023-04-10,Business,1.0,4.7,4.8,5.0,5.0,en,"[""excellent""]",[],"[""Authentic Maharashtrian thali available""]",Short
259,262,176,Terrible vacation experience - parking was awful. No relaxation possible. Business facilities inadequate for Mumbai standards They didn't even have proper gujarati.,2.9,2023-01-06,Leisure,-0.05,2.8,2.9,3.2,2.7,en,[],"[""terrible"", ""awful"", ""inadequate""]","[""Business facilities inadequate for Mumbai standards""]",Medium
260,268,176,Romantic getaway with excellent restaurant. Perfect for couples. Traditional Durga Puja decorations The machher jhol was particularly excellent.,4.2,2023-06-10,Couple,0.6,4.1,4.2,4.5,4.3,en,"[""excellent"", ""perfect""]",[],"[""Traditional Durga Puja decorations""]",Short
261,63,176,Terrible vacation experience - 24 7 front desk was awful. No relaxation possible. No Gujarati/Marathi food options,2.8,2023-08-22,Leisure,-0.1,2.4,2.7,2.7,2.9,en,[],"[""terrible"", ""awful""]","[""No Gujarati/Marathi food options""]",Short
262,330,176,Enjoyable stay with wonderful air conditioning. Exceeded expectations. Traditional North Indian welcome with garland,4.5,2023-08-21,Leisure,0.75,4.6,4.2,4.3,4.7,en,"[""wonderful""]",[],"[""Traditional North Indian welcome with garland""]",Short
263,6,177,Unproductive stay due to faulty parking. Staff not helpful for business needs. Lacked South Indian cultural elements,2.9,2023-09-19,Business,-0.05,3.2,2.9,2.8,2.6,en,[],[],"[""Lacked South Indian cultural elements""]",Short
264,225,178,Not suitable for couples - parking was inadequate. No privacy. Business facilities inadequate for Mumbai standards They didn't even have proper dhokla.,2.7,2023-08-18,Couple,-0.15,3.2,3.2,2.5,2.2,en,[],"[""inadequate""]","[""Business facilities inadequate for Mumbai standards""]",Medium
265,120,179,Family-friendly staff and excellent gym. Will return with family. Excellent vegetarian thali available,4.7,2023-07-18,Family,0.85,5.0,4.5,5.0,4.3,en,"[""excellent""]",[],"[""Excellent vegetarian thali available""]",Short
266,337,179,Family-friendly staff and excellent pool. Will return with family. Authentic Maharashtrian thali available The mumbai style was particularly excellent.,4.3,2023-01-10,Family,0.65,4.8,4.4,4.1,4.3,en,"[""excellent""]",[],"[""Authentic Maharashtrian thali available""]",Short
267,70,179,Great for families - gym was perfect. Safe and comfortable environment. Excellent vegetarian thali available The rajasthani was particularly excellent.,4.5,2023-10-02,Family,0.75,5.0,4.3,4.4,3.8,en,"[""excellent"", ""great"", ""perfect""]",[],"[""Excellent vegetarian thali available""]",Medium
268,216,180,Intimate setting with amazing spa. Highly recommend for couples. Staff spoke fluent Hindi The punjabi was particularly excellent.,4.6,2023-05-14,Couple,0.8,4.2,4.2,4.5,4.7,en,"[""excellent"", ""amazing""]",[],"[""Staff spoke fluent Hindi""]",Short
269,294,180,Poor experience for couples - free wifi was disappointing. Not romantic at all. Lacked authentic North Indian hospitality,3.1,2023-04-16,Couple,0.05,2.8,3.2,3.0,2.5,en,[],"[""poor"", ""disappointing""]","[""Lacked authentic North Indian hospitality""]",Short
270,275,181,Family-friendly staff and excellent parking. Will return with family. Comfortable for vegetarian families The hyderabadi was particularly excellent.,5.0,2023-04-20,Family,1.0,4.6,5.0,4.8,5.0,en,"[""excellent""]",[],"[""Comfortable for vegetarian families""]",Short
271,30,181,Family-friendly staff and excellent 24 7 front desk. Will return with family. Great for business travelers The mumbai style was particularly excellent.,5.0,2023-04-22,Family,1.0,5.0,4.9,4.7,5.0,en,"[""excellent"", ""great""]",[],"[""Great for business travelers""]",Medium
272,38,181,Great for families - free wifi was perfect. Safe and comfortable environment. Fish curry was authentic Bengali style The assamese was particularly excellent.,5.0,2023-04-21,Family,1.0,4.6,4.7,5.0,4.4,en,"[""excellent"", ""great"", ""perfect""]",[],"[""Fish curry was authentic Bengali style""]",Medium
273,393,182,Relaxing stay with beautiful restaurant. Peaceful atmosphere. Rajasthani hospitality at its best,4.5,2023-07-20,Leisure,0.75,4.8,4.7,4.4,4.1,en,[],[],"[""Rajasthani hospitality at its best""]",Short
274,163,183,Intimate setting with amazing free wifi. Highly recommend for couples. Authentic Maharashtrian thali available,5.0,2023-08-05,Couple,1.0,5.0,4.7,4.9,4.8,en,"[""amazing""]",[],"[""Authentic Maharashtrian thali available""]",Short
275,330,183,Romantic getaway with excellent free wifi. Perfect for couples. Authentic Punjabi cuisine,5.0,2023-06-04,Couple,1.0,5.0,4.5,4.8,5.0,en,"[""excellent"", ""perfect""]",[],"[""Authentic Punjabi cuisine""]",Short
276,186,184,Romantic getaway with excellent pool. Perfect for couples. Great South Indian breakfast with fresh filter coffee The hyderabadi was particularly excellent.,4.9,2023-12-26,Couple,0.95,4.5,4.7,5.0,4.8,en,"[""excellent"", ""great"", ""perfect""]",[],"[""Great South Indian breakfast with fresh filter coffee""]",Medium
277,206,184,Overpriced for quality - 24 7 front desk not worth it. Poor maintenance. Lacked authentic North Indian hospitality They didn't even have proper punjabi.,3.1,2023-08-27,Leisure,0.05,3.1,2.6,3.4,2.9,en,[],"[""poor""]","[""Lacked authentic North Indian hospitality""]",Medium
278,15,185,Excellent business facilities and parking. Professional service throughout. Authentic Punjabi cuisine The tandoor was particularly excellent.,5.0,2023-05-20,Business,1.0,4.7,5.0,5.0,4.5,en,"[""excellent""]",[],"[""Authentic Punjabi cuisine""]",Short
279,15,185,Perfect for business travel with great gym. Location is convenient. Excellent vegetarian thali available The naan was particularly excellent.,5.0,2023-05-01,Business,1.0,5.0,5.0,5.0,4.8,en,"[""excellent"", ""great"", ""perfect""]",[],"[""Excellent vegetarian thali available""]",Short
280,108,186,Family-friendly staff and excellent gym. Will return with family. Traditional South Indian welcome The hyderabadi was particularly excellent.,3.8,2023-08-11,Family,0.4,4.2,4.2,3.9,4.0,en,"[""excellent""]",[],"[""Traditional South Indian welcome""]",Short
281,185,186,Family vacation ruined by poor gym and unhelpful staff. Regional preferences ignored They didn't even have proper assamese.,3.4,2023-06-14,Family,0.2,3.0,3.7,3.3,2.9,en,[],"[""poor""]","[""Regional preferences ignored""]",Short
282,297,187,Enjoyable stay with wonderful pool. Exceeded expectations. Authentic Maharashtrian thali available,5.0,2023-10-05,Leisure,1.0,4.7,4.6,4.7,4.4,en,"[""wonderful""]",[],"[""Authentic Maharashtrian thali available""]",Short
283,321,187,Romantic getaway with excellent parking. Perfect for couples. Authentic Punjabi cuisine,5.0,2023-02-14,Couple,1.0,4.8,4.8,5.0,5.0,en,"[""excellent"", ""perfect""]",[],"[""Authentic Punjabi cuisine""]",Short
284,265,187,Romantic getaway with excellent pool. Perfect for couples. Excellent vegetarian thali available The tandoor was particularly excellent.,5.0,2023-03-23,Couple,1.0,5.0,5.0,4.9,4.8,en,"[""excellent"", ""perfect""]",[],"[""Excellent vegetarian thali available""]",Short
285,256,188,Perfect vacation spot with amazing room service. Great value for money. Rajasthani hospitality at its best,5.0,2023-02-11,Leisure,1.0,5.0,4.8,5.0,4.7,en,"[""great"", ""perfect"", ""amazing""]",[],"[""Rajasthani hospitality at its best""]",Short
286,299,188,Beautiful ambiance and wonderful 24 7 front desk. Great couple experience. Business-friendly atmosphere The pav bhaji was particularly excellent.,4.4,2023-09-14,Couple,0.7,3.9,4.3,4.3,4.4,en,"[""excellent"", ""great"", ""wonderful""]",[],"[""Business-friendly atmosphere""]",Short
287,203,189,Romantic getaway with excellent gym. Perfect for couples. Efficient service like Mumbai The marathi was particularly excellent.,5.0,2023-07-21,Couple,1.0,4.7,5.0,4.7,5.0,en,"[""excellent"", ""perfect""]",[],"[""Efficient service like Mumbai""]",Short
288,208,189,Beautiful ambiance and wonderful parking. Great couple experience. Authentic Maharashtrian thali available,5.0,2023-07-28,Couple,1.0,4.7,4.7,5.0,4.9,en,"[""great"", ""wonderful""]",[],"[""Authentic Maharashtrian thali available""]",Short
289,219,190,Enjoyable stay with wonderful free wifi. Exceeded expectations. Excellent Gujarati/Marathi food options The vada pav was particularly excellent.,4.2,2023-12-22,Leisure,0.6,3.9,3.9,4.1,3.7,en,"[""excellent"", ""wonderful""]",[],"[""Excellent Gujarati/Marathi food options""]",Short
290,171,190,Perfect vacation spot with amazing air conditioning. Great value for money. Business-friendly atmosphere,3.8,2023-10-05,Leisure,0.4,3.9,4.2,3.9,3.7,en,"[""great"", ""perfect"", ""amazing""]",[],"[""Business-friendly atmosphere""]",Short
291,266,191,Beautiful ambiance and wonderful gym. Great couple experience. Rajasthani hospitality at its best,5.0,2023-09-02,Couple,1.0,4.9,4.9,4.9,4.6,en,"[""great"", ""wonderful""]",[],"[""Rajasthani hospitality at its best""]",Short
292,263,193,Beautiful ambiance and wonderful room service. Great couple experience. Traditional South Indian welcome,5.0,2023-06-22,Couple,1.0,5.0,5.0,4.9,4.4,en,"[""great"", ""wonderful""]",[],"[""Traditional South Indian welcome""]",Short
293,252,194,Intimate setting with amazing room service. Highly recommend for couples. Beautiful temple architecture influence The hyderabadi was particularly excellent.,5.0,2023-10-02,Couple,1.0,5.0,4.8,5.0,4.6,en,"[""excellent"", ""amazing""]",[],"[""Beautiful temple architecture influence""]",Short
294,370,194,Beautiful ambiance and wonderful gym. Great couple experience. Traditional South Indian welcome The hyderabadi was particularly excellent.,5.0,2023-05-10,Couple,1.0,5.0,5.0,4.8,4.5,en,"[""excellent"", ""great"", ""wonderful""]",[],"[""Traditional South Indian welcome""]",Short
295,49,195,Disappointing stay with substandard parking. Will not recommend. No regional cuisine options available They didn't even have proper rajasthani.,2.5,2023-03-25,Leisure,-0.25,2.7,2.7,2.3,2.4,en,[],"[""disappointing"", ""substandard""]","[""No regional cuisine options available""]",Short
296,222,195,Enjoyable stay with wonderful spa. Exceeded expectations. Authentic Maharashtrian thali available The pav bhaji was particularly excellent.,3.5,2023-06-19,Leisure,0.25,3.1,3.2,3.8,3.8,en,"[""excellent"", ""wonderful""]",[],"[""Authentic Maharashtrian thali available""]",Short
297,383,196,Productive stay with reliable room service. Staff understood business needs. Comfortable for vegetarian families The idli was particularly excellent.,5.0,2023-04-04,Business,1.0,4.6,5.0,4.7,4.6,en,"[""excellent""]",[],"[""Comfortable for vegetarian families""]",Short
298,31,196,Productive stay with reliable restaurant. Staff understood business needs. Comfortable for vegetarian families The hyderabadi was particularly excellent.,5.0,2023-09-10,Business,1.0,5.0,4.9,5.0,4.9,en,"[""excellent""]",[],"[""Comfortable for vegetarian families""]",Short
299,379,197,Wonderful family experience with air conditioning. Kids loved the facilities. Staff spoke fluent Hindi The naan was particularly excellent.,4.4,2023-09-26,Family,0.7,4.2,4.3,4.3,4.6,en,"[""excellent"", ""wonderful""]",[],"[""Staff spoke fluent Hindi""]",Short
300,343,198,Wonderful family experience with room service. Kids loved the facilities. Traditional North Indian welcome with garland The chole bhature was particularly excellent.,4.7,2023-01-07,Family,0.85,4.3,4.9,4.6,4.1,en,"[""excellent"", ""wonderful""]",[],"[""Traditional North Indian welcome with garland""]",Medium
301,155,198,Wonderful family experience with air conditioning. Kids loved the facilities. Authentic Punjabi cuisine The tandoor was particularly excellent.,3.8,2023-04-20,Family,0.4,4.2,3.8,3.9,3.3,en,"[""excellent"", ""wonderful""]",[],"[""Authentic Punjabi cuisine""]",Short
302,35,202,Intimate setting with amazing pool. Highly recommend for couples. Great South Indian breakfast with fresh filter coffee,5.0,2023-11-20,Couple,1.0,5.0,4.6,5.0,4.5,en,"[""great"", ""amazing""]",[],"[""Great South Indian breakfast with fresh filter coffee""]",Short
303,321,202,Intimate setting with amazing parking. Highly recommend for couples. Traditional North Indian welcome with garland The naan was particularly excellent.,5.0,2023-05-19,Couple,1.0,5.0,4.9,4.8,4.4,en,"[""excellent"", ""amazing""]",[],"[""Traditional North Indian welcome with garland""]",Medium
304,39,202,Enjoyable stay with wonderful restaurant. Exceeded expectations. Excellent vegetarian thali available,4.4,2023-09-20,Leisure,0.7,4.2,4.1,4.6,3.9,en,"[""excellent"", ""wonderful""]",[],"[""Excellent vegetarian thali available""]",Short
305,136,203,Romantic getaway with excellent free wifi. Perfect for couples. Comfortable for vegetarian families The filter coffee was particularly excellent.,3.5,2023-11-03,Couple,0.25,3.3,3.3,3.3,2.9,en,"[""excellent"", ""perfect""]",[],"[""Comfortable for vegetarian families""]",Short
306,275,204,Great for families - air conditioning was perfect. Safe and comfortable environment. Authentic Chettinad cuisine experience,4.8,2023-11-21,Family,0.9,4.7,5.0,4.9,4.8,en,"[""great"", ""perfect""]",[],"[""Authentic Chettinad cuisine experience""]",Short
307,50,205,Enjoyable stay with wonderful free wifi. Exceeded expectations. Business-friendly atmosphere The mumbai style was particularly excellent.,4.0,2023-07-21,Leisure,0.5,3.8,4.2,3.8,4.2,en,"[""excellent"", ""wonderful""]",[],"[""Business-friendly atmosphere""]",Short
308,31,205,Intimate setting with amazing free wifi. Highly recommend for couples. Comfortable for vegetarian families,5.0,2023-08-04,Couple,1.0,5.0,5.0,5.0,4.7,en,"[""amazing""]",[],"[""Comfortable for vegetarian families""]",Short
309,342,205,Not suitable for couples - air conditioning was inadequate. No privacy. Language communication issues with staff,3.4,2023-08-07,Couple,0.2,3.2,3.7,3.1,2.9,en,[],"[""inadequate""]","[""Language communication issues with staff""]",Short
310,368,206,Perfect vacation spot with amazing free wifi. Great value for money. Excellent Gujarati/Marathi food options,4.0,2023-10-27,Leisure,0.5,4.1,3.8,3.9,3.5,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Excellent Gujarati/Marathi food options""]",Short
311,150,207,Enjoyable stay with wonderful air conditioning. Exceeded expectations. Staff spoke fluent Hindi The rajasthani was particularly excellent.,4.8,2023-05-19,Leisure,0.9,5.0,4.9,4.6,4.2,en,"[""excellent"", ""wonderful""]",[],"[""Staff spoke fluent Hindi""]",Short
312,100,207,Beautiful ambiance and wonderful air conditioning. Great couple experience. Cultural sensitivity appreciated The rosogolla was particularly excellent.,4.4,2023-02-18,Couple,0.7,4.1,4.1,4.3,4.2,en,"[""excellent"", ""great"", ""wonderful""]",[],"[""Cultural sensitivity appreciated""]",Short
313,88,207,Intimate setting with amazing air conditioning. Highly recommend for couples. Authentic Chettinad cuisine experience,4.7,2023-05-04,Couple,0.85,4.6,5.0,4.7,4.4,en,"[""amazing""]",[],"[""Authentic Chettinad cuisine experience""]",Short
314,381,208,Overpriced for quality - restaurant not worth it. Poor maintenance. No authentic Eastern Indian tea varieties They didn't even have proper mishti doi.,3.0,2023-08-15,Leisure,0.0,2.7,3.2,2.8,2.9,en,[],"[""poor""]","[""No authentic Eastern Indian tea varieties""]",Medium
315,206,208,Relaxing stay with beautiful free wifi. Peaceful atmosphere. Excellent vegetarian thali available,3.6,2023-11-11,Leisure,0.3,3.3,3.3,3.6,3.7,en,"[""excellent""]",[],"[""Excellent vegetarian thali available""]",Short
316,139,208,Perfect vacation spot with amazing free wifi. Great value for money. Staff spoke fluent Hindi The naan was particularly excellent.,3.8,2023-04-16,Leisure,0.4,4.0,4.3,3.6,3.2,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Staff spoke fluent Hindi""]",Medium
317,217,208,Perfect vacation spot with amazing 24 7 front desk. Great value for money. Excellent vegetarian thali available,3.7,2023-08-12,Leisure,0.35,4.0,4.0,3.9,3.9,en,"[""excellent"", ""great"", ""perfect"", ""amazing""]",[],"[""Excellent vegetarian thali available""]",Short
318,6,208,Terrible vacation experience - free wifi was awful. No relaxation possible. Lacked South Indian cultural elements,2.9,2023-06-25,Leisure,-0.05,3.4,3.1,2.7,2.3,en,[],"[""terrible"", ""awful""]","[""Lacked South Indian cultural elements""]",Short
319,331,209,Perfect for business travel with great free wifi. Location is convenient. Great for business travelers,5.0,2023-01-13,Business,1.0,5.0,5.0,4.9,5.0,en,"[""great"", ""perfect""]",[],"[""Great for business travelers""]",Short
320,353,209,Perfect for business travel with great air conditioning. Location is convenient. Great for business travelers,5.0,2023-10-20,Business,1.0,5.0,4.8,4.9,4.4,en,"[""great"", ""perfect""]",[],"[""Great for business travelers""]",Short
321,353,209,Productive stay with reliable parking. Staff understood business needs. Efficient service like Mumbai The pav bhaji was particularly excellent.,5.0,2023-01-11,Business,1.0,5.0,4.7,5.0,4.7,en,"[""excellent""]",[],"[""Efficient service like Mumbai""]",Short
322,372,210,Enjoyable stay with wonderful restaurant. Exceeded expectations. Excellent Gujarati/Marathi food options The vada pav was particularly excellent.,3.8,2023-10-27,Leisure,0.4,3.5,3.6,3.5,4.1,en,"[""excellent"", ""wonderful""]",[],"[""Excellent Gujarati/Marathi food options""]",Short
323,386,210,Enjoyable stay with wonderful room service. Exceeded expectations. Authentic Punjabi cuisine The rajasthani was particularly excellent.,3.7,2023-09-29,Leisure,0.35,3.5,3.5,3.7,3.7,en,"[""excellent"", ""wonderful""]",[],"[""Authentic Punjabi cuisine""]",Short
324,183,213,Excellent business facilities and room service. Professional service throughout. Excellent Gujarati/Marathi food options,5.0,2023-02-04,Business,1.0,5.0,5.0,4.7,4.5,en,"[""excellent""]",[],"[""Excellent Gujarati/Marathi food options""]",Short
325,16,214,Wonderful family experience with air conditioning. Kids loved the facilities. Bengali sweets available in restaurant,5.0,2023-03-06,Family,1.0,4.6,5.0,5.0,4.5,en,"[""wonderful""]",[],"[""Bengali sweets available in restaurant""]",Short
