review_id,hotel_id,user_id,review_text,overall_rating,review_date,reviewer_type,sentiment_score,cleanliness_rating,service_rating,location_rating,value_rating,positive_keywords,negative_keywords,cultural_mentions,review_length_category,language
258,191,231,WiFi was not working. Service issues throughout stay. Western-only breakfast,3.1,2023-10-10,Family,0.05,3.2,3.4,3.4,2.5,[],"[""not working""]","[""Western-only breakfast""]",Short,en
259,184,86,Overpriced for the quality. Expected better for this price range. No vegetarian restaurant,3.1,2023-11-27,Family,0.05,3.1,3.3,3.3,2.9,[],"[""overpriced""]","[""No vegetarian restaurant""]",Short,en
260,349,139,Perfect location near transport. Food experience was amazing. Highly recommend for family,4.6,2023-03-26,Solo,0.8,4.4,4.6,4.3,4.0,"[""perfect""]",[],"[""Clean and hygienic""]",Short,en
261,386,178,Great WiFi and excellent service. Staff was very attentive. Friendly staff,4.1,2023-04-07,Business,0.55,3.7,3.7,4.1,3.5,"[""great"", ""excellent""]",[],"[""Friendly staff""]",Short,en
262,259,249,Wonderful stay with excellent amenities. Good value for money Will definitely visit again.,4.7,2023-02-25,Family,0.85,4.9,5.0,4.5,4.0,"[""excellent"", ""wonderful"", ""good""]",[],"[""Good value for money""]",Short,en
263,157,178,Perfect location near transport. Food experience was amazing. Highly recommend for solo,4.0,2023-05-04,Business,0.5,3.9,3.6,3.8,3.5,"[""perfect""]",[],"[""Excellent Indian breakfast""]",Short,en
264,108,212,Comfortable rooms and great hospitality. Staff spoke Hindi Perfect for family travelers.,5.0,2023-10-05,Solo,1.0,4.7,5.0,5.0,5.0,"[""great"", ""perfect"", ""comfortable""]",[],"[""Staff spoke Hindi""]",Short,en
265,318,151,Comfortable rooms and great hospitality. Staff spoke Hindi Perfect for family travelers.,4.0,2023-06-29,Business,0.5,3.5,4.4,4.3,4.0,"[""great"", ""perfect"", ""comfortable""]",[],"[""Staff spoke Hindi""]",Short,en
266,14,126,Comfortable rooms and great hospitality. Clean and hygienic Perfect for family travelers.,3.9,2023-07-14,Family,0.45,4.4,4.2,4.0,4.2,"[""great"", ""perfect"", ""comfortable""]",[],"[""Clean and hygienic""]",Short,en
267,49,106,Poor maintenance and cleanliness. No Indian food options Not recommended for couple,3.4,2023-01-06,Business,0.2,3.6,3.8,3.7,3.1,[],"[""poor""]","[""No Indian food options""]",Short,en
268,151,116,Wonderful stay with excellent amenities. Clean and hygienic Will definitely visit again.,3.5,2023-03-25,Solo,0.25,3.6,3.3,3.2,3.3,"[""excellent"", ""wonderful""]",[],"[""Clean and hygienic""]",Short,en
269,219,85,Perfect location near transport. Food experience was amazing. Highly recommend for couple,4.4,2023-02-26,Family,0.7,4.1,4.5,4.4,4.2,"[""perfect""]",[],"[""Comfortable for Indian families""]",Short,en
270,359,114,Overpriced for the quality. Expected better for this price range. Western-only breakfast,2.7,2023-03-01,Business,-0.15,3.0,2.9,2.5,2.5,[],"[""overpriced""]","[""Western-only breakfast""]",Short,en
271,217,180,Comfortable rooms and great hospitality. Clean and hygienic Perfect for couple travelers.,3.7,2023-02-04,Family,0.35,4.1,4.0,4.0,3.9,"[""great"", ""perfect"", ""comfortable""]",[],"[""Clean and hygienic""]",Short,en
272,341,48,Great restaurant and excellent service. Staff was very attentive. Well-maintained property,3.5,2023-04-11,Family,0.25,3.5,3.8,3.7,3.1,"[""great"", ""excellent""]",[],"[""Well-maintained property""]",Short,en
273,104,60,Great pool and excellent service. Staff was very helpful. Understanding of Indian culture,4.1,2023-03-17,Solo,0.55,4.0,3.6,4.4,3.5,"[""great"", ""excellent""]",[],"[""Understanding of Indian culture""]",Short,en
274,212,193,Poor maintenance and cleanliness. Staff not helpful Not recommended for family,3.4,2023-11-17,Family,0.2,3.1,3.8,3.6,3.0,[],"[""poor""]","[""Staff not helpful""]",Short,en
275,135,212,Comfortable rooms and great hospitality. Clean and hygienic Perfect for business travelers.,3.7,2023-07-28,Solo,0.35,3.4,3.5,3.8,3.8,"[""great"", ""perfect"", ""comfortable""]",[],"[""Clean and hygienic""]",Short,en
276,148,134,Wonderful stay with excellent amenities. Understanding of Indian culture Will definitely visit again.,4.4,2023-09-12,Solo,0.7,3.9,4.3,4.5,4.5,"[""excellent"", ""wonderful""]",[],"[""Understanding of Indian culture""]",Medium,en
277,16,154,room service was not working. Service issues throughout stay. Language barrier,3.0,2023-08-02,Business,0.0,3.3,3.0,2.7,2.4,[],"[""not working""]","[""Language barrier""]",Short,en
278,355,24,Great WiFi and excellent service. Staff was very courteous. Clean and hygienic,4.8,2023-09-08,Solo,0.9,4.6,4.9,4.7,5.0,"[""great"", ""excellent""]",[],"[""Clean and hygienic""]",Short,en
279,161,59,Perfect location near transport. Food experience was amazing. Highly recommend for couple,3.6,2023-06-15,Family,0.3,3.7,3.5,3.3,3.3,"[""perfect""]",[],"[""Staff spoke Hindi""]",Short,en
280,343,109,spa was not working. Service issues throughout stay. Poor hygiene standards,3.0,2023-12-04,Family,0.0,3.5,2.7,2.8,3.2,[],"[""poor"", ""not working""]","[""Poor hygiene standards""]",Short,en
281,139,184,Overpriced for the quality. Expected better for this price range. Not suitable for Indian families,3.4,2023-10-18,Solo,0.2,3.8,3.0,3.3,3.0,[],"[""overpriced""]","[""Not suitable for Indian families""]",Short,en
282,66,69,Comfortable rooms and great hospitality. Great vegetarian options Perfect for solo travelers.,4.9,2023-02-19,Business,0.95,4.5,5.0,5.0,4.7,"[""great"", ""perfect"", ""comfortable""]",[],"[""Great vegetarian options""]",Short,en
283,105,109,Great WiFi and excellent service. Staff was very helpful. Excellent Indian breakfast,4.3,2023-01-21,Business,0.65,3.9,4.2,4.5,4.2,"[""great"", ""excellent""]",[],"[""Excellent Indian breakfast""]",Short,en
284,6,16,Great spa and excellent service. Staff was very courteous. Staff spoke Hindi,4.3,2023-02-27,Business,0.65,4.7,4.0,4.6,4.1,"[""great"", ""excellent""]",[],"[""Staff spoke Hindi""]",Short,en
285,122,91,Overpriced for the quality. Expected better for this price range. Language barrier,3.1,2023-03-19,Solo,0.05,3.2,3.1,3.2,2.8,[],"[""overpriced""]","[""Language barrier""]",Short,en
286,365,105,Great WiFi and excellent service. Staff was very courteous. Clean and hygienic,4.8,2023-08-16,Solo,0.9,5.0,4.6,4.8,4.4,"[""great"", ""excellent""]",[],"[""Clean and hygienic""]",Short,en
287,197,228,Comfortable rooms and great hospitality. Friendly staff Perfect for business travelers.,4.1,2023-11-11,Family,0.55,4.2,3.7,4.4,3.7,"[""great"", ""perfect"", ""comfortable""]",[],"[""Friendly staff""]",Short,en
288,392,139,Perfect location near transport. Food experience was amazing. Highly recommend for family,3.8,2023-05-20,Business,0.4,3.9,4.0,4.0,3.6,"[""perfect""]",[],"[""Staff spoke Hindi""]",Short,en
289,73,76,Comfortable rooms and great hospitality. Understanding of Indian culture Perfect for business travelers.,4.4,2023-08-12,Business,0.7,4.6,4.4,4.7,3.8,"[""great"", ""perfect"", ""comfortable""]",[],"[""Understanding of Indian culture""]",Medium,en
290,210,59,Great spa and excellent service. Staff was very professional. Well-maintained property,3.5,2023-06-09,Family,0.25,3.9,3.7,3.7,3.4,"[""great"", ""excellent""]",[],"[""Well-maintained property""]",Short,en
291,48,60,Wonderful stay with excellent amenities. Well-maintained property Will definitely visit again.,4.2,2023-11-14,Solo,0.6,4.2,4.5,3.9,4.4,"[""excellent"", ""wonderful""]",[],"[""Well-maintained property""]",Short,en
292,380,201,Great WiFi and excellent service. Staff was very courteous. Great vegetarian options,4.6,2023-04-01,Solo,0.8,4.8,4.8,4.5,4.3,"[""great"", ""excellent""]",[],"[""Great vegetarian options""]",Short,en
293,138,26,WiFi was not working. Service issues throughout stay. No vegetarian restaurant,3.3,2023-04-02,Business,0.15,3.0,3.6,3.1,3.0,[],"[""not working""]","[""No vegetarian restaurant""]",Short,en
294,284,119,Perfect location near transport. Food experience was amazing. Highly recommend for business,4.3,2023-07-08,Family,0.65,4.6,4.2,4.4,4.0,"[""perfect""]",[],"[""Staff spoke Hindi""]",Short,en
295,124,34,Comfortable rooms and great hospitality. Comfortable for Indian families Perfect for business travelers.,4.5,2023-11-08,Solo,0.75,4.4,4.4,4.6,3.9,"[""great"", ""perfect"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Medium,en
296,126,14,Great pool and excellent service. Staff was very courteous. Excellent Indian breakfast,4.3,2023-03-16,Family,0.65,3.9,3.9,4.1,4.0,"[""great"", ""excellent""]",[],"[""Excellent Indian breakfast""]",Short,en
297,112,131,Perfect location near transport. Food experience was amazing. Highly recommend for solo,3.9,2023-11-19,Solo,0.45,4.3,3.6,3.8,4.2,"[""perfect""]",[],"[""Clean and hygienic""]",Short,en
298,374,141,Wonderful stay with excellent amenities. Understanding of Indian culture Will definitely visit again.,4.0,2023-10-17,Family,0.5,4.1,4.4,4.0,3.6,"[""excellent"", ""wonderful""]",[],"[""Understanding of Indian culture""]",Medium,en
299,194,239,Great room service and excellent service. Staff was very helpful. Excellent Indian breakfast,5.0,2023-06-19,Business,1.0,5.0,5.0,5.0,5.0,"[""great"", ""excellent""]",[],"[""Excellent Indian breakfast""]",Short,en
300,22,57,Poor maintenance and cleanliness. Overpriced for Indian standards Not recommended for business,3.2,2023-01-23,Solo,0.1,3.1,2.8,3.2,2.9,[],"[""poor"", ""overpriced""]","[""Overpriced for Indian standards""]",Short,en
301,350,171,Comfortable rooms and great hospitality. Comfortable for Indian families Perfect for family travelers.,3.7,2023-10-29,Solo,0.35,3.9,4.1,3.9,3.2,"[""great"", ""perfect"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Medium,en
302,113,217,Great room service and excellent service. Staff was very courteous. Staff spoke Hindi,4.6,2023-05-08,Family,0.8,4.9,5.0,4.5,4.4,"[""great"", ""excellent""]",[],"[""Staff spoke Hindi""]",Short,en
303,51,238,Perfect location near transport. Food experience was amazing. Highly recommend for solo,4.2,2023-12-24,Family,0.6,4.6,3.8,4.2,4.1,"[""perfect""]",[],"[""Well-maintained property""]",Short,en
304,340,243,Great pool and excellent service. Staff was very helpful. Understanding of Indian culture,5.0,2023-02-03,Family,1.0,5.0,4.8,4.8,4.5,"[""great"", ""excellent""]",[],"[""Understanding of Indian culture""]",Short,en
305,252,226,Comfortable rooms and great hospitality. Friendly staff Perfect for couple travelers.,3.7,2023-07-22,Solo,0.35,3.5,3.6,4.0,3.0,"[""great"", ""perfect"", ""comfortable""]",[],"[""Friendly staff""]",Short,en
306,121,111,Disappointing experience overall. Western-only breakfast Staff was not cooperative.,3.3,2023-05-27,Family,0.15,3.0,3.6,3.3,3.3,[],"[""disappointing""]","[""Western-only breakfast""]",Short,en
307,173,43,Wonderful stay with excellent amenities. Clean and hygienic Will definitely visit again.,5.0,2023-03-23,Business,1.0,4.6,4.9,5.0,4.3,"[""excellent"", ""wonderful""]",[],"[""Clean and hygienic""]",Short,en
308,71,73,Great restaurant and excellent service. Staff was very helpful. Friendly staff,4.9,2023-02-03,Solo,0.95,4.8,4.7,5.0,4.7,"[""great"", ""excellent""]",[],"[""Friendly staff""]",Short,en
309,206,181,Overpriced for the quality. Expected better for this price range. Staff not helpful,3.4,2023-08-03,Business,0.2,3.0,3.2,3.7,3.2,[],"[""overpriced""]","[""Staff not helpful""]",Short,en
310,61,151,Disappointing experience overall. Not suitable for Indian families Staff was not cooperative.,3.2,2023-03-17,Business,0.1,3.2,3.0,3.2,2.7,[],"[""disappointing""]","[""Not suitable for Indian families""]",Short,en
311,168,209,Overpriced for the quality. Expected better for this price range. Western-only breakfast,2.9,2023-12-29,Solo,-0.05,3.1,2.8,2.7,2.7,[],"[""overpriced""]","[""Western-only breakfast""]",Short,en
312,271,228,Wonderful stay with excellent amenities. Great vegetarian options Will definitely visit again.,4.5,2023-10-30,Business,0.75,4.3,4.0,4.6,4.2,"[""great"", ""excellent"", ""wonderful""]",[],"[""Great vegetarian options""]",Short,en
313,10,86,Overpriced for the quality. Expected better for this price range. Staff not helpful,3.4,2023-07-28,Solo,0.2,3.1,3.4,3.7,3.2,[],"[""overpriced""]","[""Staff not helpful""]",Short,en
314,243,17,Perfect location near transport. Food experience was amazing. Highly recommend for family,4.0,2023-08-02,Business,0.5,4.4,3.9,4.0,3.8,"[""perfect""]",[],"[""Good value for money""]",Short,en
315,297,172,Comfortable rooms and great hospitality. Great vegetarian options Perfect for solo travelers.,4.5,2023-05-11,Family,0.75,4.6,4.2,4.2,4.1,"[""great"", ""perfect"", ""comfortable""]",[],"[""Great vegetarian options""]",Short,en
316,121,219,Perfect location near transport. Food experience was amazing. Highly recommend for business,3.6,2023-07-19,Business,0.3,3.8,4.0,3.7,3.0,"[""perfect""]",[],"[""Comfortable for Indian families""]",Short,en
317,280,46,Comfortable rooms and great hospitality. Staff spoke Hindi Perfect for solo travelers.,4.5,2023-12-02,Solo,0.75,4.4,4.3,4.2,4.0,"[""great"", ""perfect"", ""comfortable""]",[],"[""Staff spoke Hindi""]",Short,en
318,344,75,Wonderful stay with excellent amenities. Clean and hygienic Will definitely visit again.,3.5,2023-05-12,Family,0.25,3.5,3.9,3.5,3.1,"[""excellent"", ""wonderful""]",[],"[""Clean and hygienic""]",Short,en
319,48,92,Perfect location near transport. Food experience was amazing. Highly recommend for business,4.4,2023-06-30,Family,0.7,4.1,4.7,4.3,4.5,"[""perfect""]",[],"[""Clean and hygienic""]",Short,en
320,280,49,Perfect location near transport. Food experience was amazing. Highly recommend for solo,5.0,2023-05-09,Solo,1.0,5.0,4.7,5.0,4.5,"[""perfect""]",[],"[""Clean and hygienic""]",Short,en
321,384,107,Perfect location near transport. Food experience was amazing. Highly recommend for business,4.9,2023-01-04,Solo,0.95,5.0,5.0,5.0,4.7,"[""perfect""]",[],"[""Well-maintained property""]",Short,en
322,341,77,Great room service and excellent service. Staff was very friendly. Well-maintained property,3.8,2023-03-12,Business,0.4,3.4,3.6,3.9,3.6,"[""great"", ""excellent""]",[],"[""Well-maintained property""]",Short,en
323,79,98,Wonderful stay with excellent amenities. Comfortable for Indian families Will definitely visit again.,4.0,2023-05-24,Family,0.5,4.1,3.7,3.9,4.2,"[""excellent"", ""wonderful"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Medium,en
324,168,73,pool was not working. Service issues throughout stay. Overpriced for Indian standards,3.2,2023-04-05,Solo,0.1,2.7,2.9,3.1,3.5,[],"[""overpriced"", ""not working""]","[""Overpriced for Indian standards""]",Short,en
325,185,208,Great AC and excellent service. Staff was very professional. Staff spoke Hindi,3.8,2023-07-27,Business,0.4,3.6,4.1,3.5,3.6,"[""great"", ""excellent""]",[],"[""Staff spoke Hindi""]",Short,en
326,303,41,Comfortable rooms and great hospitality. Well-maintained property Perfect for family travelers.,4.9,2023-10-15,Business,0.95,5.0,4.5,5.0,4.6,"[""great"", ""perfect"", ""comfortable""]",[],"[""Well-maintained property""]",Short,en
327,172,21,Poor maintenance and cleanliness. No vegetarian restaurant Not recommended for family,3.2,2023-03-28,Family,0.1,2.9,3.1,3.2,2.8,[],"[""poor""]","[""No vegetarian restaurant""]",Short,en
328,398,187,Comfortable rooms and great hospitality. Excellent Indian breakfast Perfect for solo travelers.,4.8,2023-04-07,Solo,0.9,4.5,4.6,4.8,5.0,"[""great"", ""excellent"", ""perfect"", ""comfortable""]",[],"[""Excellent Indian breakfast""]",Short,en
329,95,148,Great WiFi and excellent service. Staff was very attentive. Friendly staff,4.1,2023-11-25,Family,0.55,4.3,4.4,4.0,3.5,"[""great"", ""excellent""]",[],"[""Friendly staff""]",Short,en
330,212,4,Poor maintenance and cleanliness. Language barrier Not recommended for family,3.4,2023-02-24,Family,0.2,3.6,3.1,3.4,2.9,[],"[""poor""]","[""Language barrier""]",Short,en
331,243,4,Overpriced for the quality. Expected better for this price range. Language barrier,3.1,2023-09-29,Solo,0.05,3.4,2.8,3.2,2.7,[],"[""overpriced""]","[""Language barrier""]",Short,en
332,283,243,Disappointing experience overall. No vegetarian restaurant Staff was not cooperative.,3.3,2023-09-18,Business,0.15,3.3,3.4,3.5,3.1,[],"[""disappointing""]","[""No vegetarian restaurant""]",Short,en
333,138,29,Poor maintenance and cleanliness. Poor hygiene standards Not recommended for solo,3.3,2023-07-09,Solo,0.15,3.1,3.5,3.4,2.6,[],"[""poor""]","[""Poor hygiene standards""]",Short,en
334,140,26,AC was not working. Service issues throughout stay. No Indian food options,3.4,2023-12-04,Business,0.2,3.6,3.9,3.6,3.5,[],"[""not working""]","[""No Indian food options""]",Short,en
335,168,6,Overpriced for the quality. Expected better for this price range. No vegetarian restaurant,3.3,2023-12-20,Business,0.15,3.4,3.6,3.1,2.6,[],"[""overpriced""]","[""No vegetarian restaurant""]",Short,en
336,175,146,Great spa and excellent service. Staff was very courteous. Good value for money,4.5,2023-01-01,Solo,0.75,4.6,4.3,4.5,4.7,"[""great"", ""excellent"", ""good""]",[],"[""Good value for money""]",Short,en
337,117,127,Perfect location near transport. Food experience was amazing. Highly recommend for family,5.0,2023-08-09,Business,1.0,4.7,4.7,5.0,4.5,"[""perfect""]",[],"[""Understanding of Indian culture""]",Short,en
338,231,228,spa was not working. Service issues throughout stay. Western-only breakfast,3.0,2023-04-18,Business,0.0,2.8,3.5,2.8,3.2,[],"[""not working""]","[""Western-only breakfast""]",Short,en
339,61,157,Wonderful stay with excellent amenities. Comfortable for Indian families Will definitely visit again.,3.9,2023-02-17,Family,0.45,4.3,4.0,4.1,4.0,"[""excellent"", ""wonderful"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Medium,en
340,388,169,Overpriced for the quality. Expected better for this price range. Overpriced for Indian standards,3.2,2023-12-23,Solo,0.1,3.6,3.0,3.0,3.4,[],"[""overpriced""]","[""Overpriced for Indian standards""]",Short,en
341,111,126,Comfortable rooms and great hospitality. Understanding of Indian culture Perfect for business travelers.,4.2,2023-07-30,Business,0.6,4.0,4.4,4.2,4.1,"[""great"", ""perfect"", ""comfortable""]",[],"[""Understanding of Indian culture""]",Medium,en
342,236,76,Perfect location near transport. Food experience was amazing. Highly recommend for business,3.7,2023-02-01,Solo,0.35,3.4,3.8,3.7,3.3,"[""perfect""]",[],"[""Comfortable for Indian families""]",Short,en
343,79,111,Comfortable rooms and great hospitality. Good value for money Perfect for family travelers.,3.8,2023-12-19,Business,0.4,4.3,3.4,3.6,3.6,"[""great"", ""perfect"", ""comfortable"", ""good""]",[],"[""Good value for money""]",Short,en
344,194,122,Great restaurant and excellent service. Staff was very courteous. Well-maintained property,4.5,2023-01-04,Family,0.75,4.3,4.1,4.2,4.0,"[""great"", ""excellent""]",[],"[""Well-maintained property""]",Short,en
345,213,40,Great restaurant and excellent service. Staff was very courteous. Excellent Indian breakfast,4.2,2023-02-25,Business,0.6,4.3,3.9,4.2,4.2,"[""great"", ""excellent""]",[],"[""Excellent Indian breakfast""]",Short,en
346,311,67,Comfortable rooms and great hospitality. Good value for money Perfect for family travelers.,3.7,2023-04-20,Solo,0.35,4.1,4.1,3.6,3.3,"[""great"", ""perfect"", ""comfortable"", ""good""]",[],"[""Good value for money""]",Short,en
347,11,198,Comfortable rooms and great hospitality. Comfortable for Indian families Perfect for family travelers.,3.6,2023-04-11,Business,0.3,3.8,4.0,3.6,3.3,"[""great"", ""perfect"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Medium,en
348,378,59,Great pool and excellent service. Staff was very attentive. Great vegetarian options,4.9,2023-12-25,Business,0.95,5.0,5.0,5.0,4.5,"[""great"", ""excellent""]",[],"[""Great vegetarian options""]",Short,en
349,287,29,Wonderful stay with excellent amenities. Great vegetarian options Will definitely visit again.,4.6,2023-09-03,Family,0.8,4.2,4.8,4.8,4.3,"[""great"", ""excellent"", ""wonderful""]",[],"[""Great vegetarian options""]",Short,en
350,261,13,Great WiFi and excellent service. Staff was very professional. Comfortable for Indian families,4.0,2023-11-07,Solo,0.5,4.1,3.6,3.8,4.1,"[""great"", ""excellent"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Short,en
351,236,83,Comfortable rooms and great hospitality. Well-maintained property Perfect for family travelers.,3.7,2023-03-26,Family,0.35,3.5,3.8,3.5,3.7,"[""great"", ""perfect"", ""comfortable""]",[],"[""Well-maintained property""]",Short,en
352,16,87,Perfect location near transport. Food experience was amazing. Highly recommend for family,3.7,2023-01-17,Solo,0.35,3.9,3.5,3.9,3.3,"[""perfect""]",[],"[""Understanding of Indian culture""]",Short,en
353,384,162,Great gym and excellent service. Staff was very helpful. Understanding of Indian culture,4.0,2023-11-06,Family,0.5,4.3,4.0,3.7,3.8,"[""great"", ""excellent""]",[],"[""Understanding of Indian culture""]",Short,en
354,280,22,Perfect location near transport. Food experience was amazing. Highly recommend for solo,4.9,2023-03-17,Family,0.95,4.8,4.8,5.0,4.3,"[""perfect""]",[],"[""Excellent Indian breakfast""]",Short,en
355,245,139,Comfortable rooms and great hospitality. Friendly staff Perfect for solo travelers.,4.8,2023-05-28,Family,0.9,4.6,5.0,4.7,4.6,"[""great"", ""perfect"", ""comfortable""]",[],"[""Friendly staff""]",Short,en
356,21,121,Perfect location near transport. Food experience was amazing. Highly recommend for solo,4.0,2023-09-17,Solo,0.5,4.2,4.0,3.9,3.5,"[""perfect""]",[],"[""Friendly staff""]",Short,en
357,265,186,Wonderful stay with excellent amenities. Clean and hygienic Will definitely visit again.,3.7,2023-05-21,Family,0.35,3.6,4.1,3.9,3.6,"[""excellent"", ""wonderful""]",[],"[""Clean and hygienic""]",Short,en
358,289,97,Wonderful stay with excellent amenities. Staff spoke Hindi Will definitely visit again.,3.5,2023-03-04,Business,0.25,3.2,3.2,3.3,3.2,"[""excellent"", ""wonderful""]",[],"[""Staff spoke Hindi""]",Short,en
359,138,205,Overpriced for the quality. Expected better for this price range. Poor hygiene standards,3.0,2023-09-19,Business,0.0,3.3,3.5,3.0,2.9,[],"[""poor"", ""overpriced""]","[""Poor hygiene standards""]",Short,en
360,321,11,Wonderful stay with excellent amenities. Understanding of Indian culture Will definitely visit again.,3.8,2023-08-29,Business,0.4,4.2,3.5,3.6,4.0,"[""excellent"", ""wonderful""]",[],"[""Understanding of Indian culture""]",Medium,en
361,317,103,Poor maintenance and cleanliness. Western-only breakfast Not recommended for business,3.2,2023-12-14,Family,0.1,3.3,3.4,3.1,3.3,[],"[""poor""]","[""Western-only breakfast""]",Short,en
362,293,134,Great restaurant and excellent service. Staff was very friendly. Understanding of Indian culture,5.0,2023-11-27,Solo,1.0,4.8,5.0,4.9,5.0,"[""great"", ""excellent""]",[],"[""Understanding of Indian culture""]",Short,en
363,399,80,Wonderful stay with excellent amenities. Clean and hygienic Will definitely visit again.,3.6,2023-05-09,Solo,0.3,3.6,3.4,3.3,3.6,"[""excellent"", ""wonderful""]",[],"[""Clean and hygienic""]",Short,en
364,22,222,gym was not working. Service issues throughout stay. No vegetarian restaurant,3.3,2023-04-06,Business,0.15,3.0,3.6,3.3,2.8,[],"[""not working""]","[""No vegetarian restaurant""]",Short,en
365,346,185,Wonderful stay with excellent amenities. Well-maintained property Will definitely visit again.,4.3,2023-07-08,Solo,0.65,4.2,3.8,4.0,4.6,"[""excellent"", ""wonderful""]",[],"[""Well-maintained property""]",Short,en
366,144,106,Perfect location near transport. Food experience was amazing. Highly recommend for couple,4.5,2023-05-29,Business,0.75,4.4,4.4,4.8,4.5,"[""perfect""]",[],"[""Well-maintained property""]",Short,en
367,328,176,Comfortable rooms and great hospitality. Clean and hygienic Perfect for solo travelers.,5.0,2023-01-30,Business,1.0,4.8,5.0,5.0,4.7,"[""great"", ""perfect"", ""comfortable""]",[],"[""Clean and hygienic""]",Short,en
368,124,51,Wonderful stay with excellent amenities. Excellent Indian breakfast Will definitely visit again.,3.7,2023-10-31,Business,0.35,3.5,3.3,3.9,3.7,"[""excellent"", ""wonderful""]",[],"[""Excellent Indian breakfast""]",Short,en
369,237,25,Great spa and excellent service. Staff was very professional. Excellent Indian breakfast,5.0,2023-09-14,Solo,1.0,4.6,5.0,5.0,4.6,"[""great"", ""excellent""]",[],"[""Excellent Indian breakfast""]",Short,en
370,369,142,Great AC and excellent service. Staff was very professional. Clean and hygienic,4.0,2023-09-26,Business,0.5,4.2,3.9,3.9,4.1,"[""great"", ""excellent""]",[],"[""Clean and hygienic""]",Short,en
371,119,58,Perfect location near transport. Food experience was amazing. Highly recommend for solo,4.2,2023-07-23,Business,0.6,4.4,4.1,4.1,4.5,"[""perfect""]",[],"[""Well-maintained property""]",Short,en
372,14,215,Comfortable rooms and great hospitality. Excellent Indian breakfast Perfect for couple travelers.,4.0,2023-10-28,Business,0.5,3.7,4.5,4.2,4.2,"[""great"", ""excellent"", ""perfect"", ""comfortable""]",[],"[""Excellent Indian breakfast""]",Short,en
373,88,50,Comfortable rooms and great hospitality. Good value for money Perfect for business travelers.,5.0,2023-03-22,Family,1.0,5.0,4.9,5.0,5.0,"[""great"", ""perfect"", ""comfortable"", ""good""]",[],"[""Good value for money""]",Short,en
374,19,66,Perfect location near transport. Food experience was amazing. Highly recommend for business,4.3,2023-12-23,Family,0.65,4.7,4.1,4.1,3.9,"[""perfect""]",[],"[""Understanding of Indian culture""]",Short,en
375,203,240,Great WiFi and excellent service. Staff was very professional. Well-maintained property,4.7,2023-08-08,Family,0.85,4.5,5.0,4.9,4.5,"[""great"", ""excellent""]",[],"[""Well-maintained property""]",Short,en
376,24,191,Wonderful stay with excellent amenities. Well-maintained property Will definitely visit again.,4.2,2023-09-23,Family,0.6,4.1,4.0,4.2,4.2,"[""excellent"", ""wonderful""]",[],"[""Well-maintained property""]",Short,en
377,185,53,Perfect location near transport. Food experience was amazing. Highly recommend for business,3.7,2023-07-19,Solo,0.35,3.5,3.7,3.5,3.4,"[""perfect""]",[],"[""Clean and hygienic""]",Short,en
378,394,45,Wonderful stay with excellent amenities. Staff spoke Hindi Will definitely visit again.,4.1,2023-04-22,Family,0.55,4.2,3.8,4.3,4.0,"[""excellent"", ""wonderful""]",[],"[""Staff spoke Hindi""]",Short,en
379,21,247,Comfortable rooms and great hospitality. Comfortable for Indian families Perfect for solo travelers.,3.8,2023-03-01,Business,0.4,4.0,3.5,4.0,3.7,"[""great"", ""perfect"", ""comfortable""]",[],"[""Comfortable for Indian families""]",Medium,en
380,120,55,Overpriced for the quality. Expected better for this price range. Staff not helpful,3.0,2023-11-27,Family,0.0,3.2,2.5,3.0,2.9,[],"[""overpriced""]","[""Staff not helpful""]",Short,en
381,298,145,WiFi was not working. Service issues throughout stay. Not suitable for Indian families,2.9,2023-12-29,Solo,-0.05,2.7,2.9,2.8,2.6,[],"[""not working""]","[""Not suitable for Indian families""]",Short,en
382,294,74,Comfortable rooms and great hospitality. Good value for money Perfect for solo travelers.,4.7,2023-04-04,Family,0.85,5.0,4.3,4.9,4.8,"[""great"", ""perfect"", ""comfortable"", ""good""]",[],"[""Good value for money""]",Short,en
383,207,111,Great gym and excellent service. Staff was very courteous. Good value for money,3.5,2023-10-16,Business,0.25,3.5,3.8,3.6,3.4,"[""great"", ""excellent"", ""good""]",[],"[""Good value for money""]",Short,en
384,319,105,Overpriced for the quality. Expected better for this price range. Staff not helpful,2.8,2023-12-25,Solo,-0.1,2.3,2.8,2.7,2.8,[],"[""overpriced""]","[""Staff not helpful""]",Short,en
385,80,122,Comfortable rooms and great hospitality. Great vegetarian options Perfect for couple travelers.,5.0,2023-07-23,Business,1.0,4.9,5.0,4.7,5.0,"[""great"", ""perfect"", ""comfortable""]",[],"[""Great vegetarian options""]",Short,en
386,214,196,Perfect location near transport. Food experience was amazing. Highly recommend for family,4.7,2023-01-16,Business,0.85,4.4,4.6,4.8,4.7,"[""perfect""]",[],"[""Well-maintained property""]",Short,en
387,111,192,Comfortable rooms and great hospitality. Well-maintained property Perfect for family travelers.,3.9,2023-06-08,Solo,0.45,3.6,3.6,3.8,4.1,"[""great"", ""perfect"", ""comfortable""]",[],"[""Well-maintained property""]",Short,en
